      2112,BZY9883_056    ,        62,     85780,     86390,            51,       85775,        86398,          0,   413.024,   397.023,   644.439,   592.462,     24000,      3430,L    ,CRJ7  ,RIC                 ,ARR ,LGA                 ,        -1,         0,   412.742,   397.107,   643.963,   593.259,     23922,      3892,        -1,     86390,     24000,n/a ,ZDC ,              0,            85780
      2113,BZY9883_571    ,       298,      3730,      6700,           241,        3721,         6707,          0,   410.435,   251.717,     640.3,     439.7,     26000,       200,L    ,CRJ7  ,RIC                 ,ARR ,LGA                 ,        -1,         0,   410.024,   251.833,   640.099,   439.772,     26000,       204,      6090,      4650,     26000,n/a ,ZNY ,           5580,             4300
      2114,BZY9893_98A    ,       320,     45470,     48660,           258,       45467,        48664,          0,   418.275,     251.1,    639.35,     435.2,     26000,       300,L    ,CRJ7  ,RIC                 ,ARR ,LGA                 ,        -1,         0,   417.865,   251.188,   638.921,   435.333,     25965,       314,     47930,     46430,     26000,n/a ,ZNY ,          47420,            46110
      2115,BZY9896_508    ,       273,      6770,      9490,           216,        6769,         9495,          0,     298.1,    30.315,     419.8,   267.061,     31000,       300,L    ,CRJ7  ,PHF                 ,ARR ,ATL                 ,        -1,         0,   297.844,    31.514,   419.672,   267.679,     31000,       305,        -1,        -1,     99900,n/a ,ZTL ,           8540,             7270
      2116,BZY9923_410    ,       215,     40260,     42540,           171,       40253,        42543,          0,   451.526,   252.664,   659.426,   442.119,     39000,      1669,L    ,CRJ7  ,BOS                 ,DEP ,RIC                 ,        -1,         0,   450.668,   252.959,   658.598,   442.388,     38999,      1870,     41980,     41620,     37000,n/a ,ZDC ,          41730,            40360
      1862,BZI9752_960    ,       193,     78120,     80170,           154,       78120,        80174,          0,   441.692,     247.4,   641.061,     528.8,     27000,      1800,L    ,CRJ7  ,BDL                 ,DEP ,IAD                 ,        -1,         0,   441.029,     247.5,   640.297,   529.333,     27000,      2133,     79780,     79140,     27000,n/a ,ZDC ,          79350,            78360
      1863,BZI9754_508    ,       365,     67830,     71470,           291,       67827,        71473,          0,     252.2,   115.508,       528,       171,     29000,       300,L    ,CRJ7  ,IAD                 ,ARR ,CHS                 ,        -1,         0,   252.141,   115.584,   527.707,   171.712,     29000,       300,        -1,     68790,     29000,n/a ,ZJX ,          70460,            68570
      1864,BZI9754_824    ,       111,     77400,     78500,            90,       77398,        78506,          0,     249.4,   239.385,   628.046,   528.263,     31107,      1866,L    ,CRJ7  ,CYYZ                ,UNK ,IAD                 ,        -1,         0,    249.35,    239.65,   627.198,   528.614,     31006,      2165,        -1,     78500,     31107,n/a ,ZDC ,          77830,            77690
      1865,BZI9756_192    ,        99,     44850,     45970,            82,       44845,        45977,          0,   249.892,   243.016,   643.145,    530.56,     34000,      2825,L    ,CRJ7  ,CYYZ                ,UNK ,IAD                 ,        -1,         0,   249.765,   243.219,   642.289,   531.129,     34000,      3095,        -1,     45910,     34000,n/a ,ZDC ,          45240,            45050
      1866,BZI9757_189    ,       207,     45840,     47900,           167,       45840,        47905,          0,     244.6,    36.738,     526.9,   489.554,     32000,      1900,L    ,CRJ7  ,AUS                 ,DEP ,IAD                 ,        -1,         0,   244.033,    37.708,   526.758,     489.8,     32000,      2017,        -1,     47210,     32000,n/a ,ZDC ,          47150,            45870
